ano,mes,dia,trim,cb,rangocb,rangocb2,AREA,cpt,CPUE1,CPUE2,lncpue1,lncpue2,cexito,SinDatosExp,origen 
2007,5,7,2,57,4,3,F,,0,0.01,,-4.605170186,0,,
2007,5,9,2,57,4,3,F,,0,0.01,,-4.605170186,0,,
2007,5,11,2,70,5,3,F,,0,0.01,,-4.605170186,0,,
2007,5,16,2,57,4,3,F,,0,0.01,,-4.605170186,0,,
2007,6,7,2,56,4,3,F,,0,0.01,,-4.605170186,0,,
2007,6,26,2,53,4,3,F,55,55,55.01,4.007333185,4.007514987,1,,
2007,7,19,3,23,1,1,F,22.5,22.5,22.51,3.113515309,3.113959655,1,,
2007,7,26,3,23,1,1,F,14,14,14.01,2.63905733,2.63977136,1,,
2007,8,13,3,55,4,3,F,33.2,33.2,33.21,3.502549876,3.502851035,1,,
2007,8,13,3,54,4,3,F,33.6,33.6,33.61,3.514526067,3.514823642,1,,
2007,8,15,3,23,1,1,F,0.9,0.9,0.91,-0.105360516,-0.094310679,1,,
2007,10,8,4,56,4,3,F,,0,0.01,,-4.605170186,0,,
2007,10,8,4,65,5,3,F,,0,0.01,,-4.605170186,0,,
2007,10,10,4,79,6,4,F,,0,0.01,,-4.605170186,0,,
2007,10,11,4,65,5,3,F,,0,0.01,,-4.605170186,0,,
2007,10,11,4,23,1,1,F,,0,0.01,,-4.605170186,0,,
2007,10,11,4,80,6,4,F,3.3,3.3,3.31,1.193922468,1.196948189,1,,
2007,10,12,4,65,5,3,F,,0,0.01,,-4.605170186,0,,
2007,10,12,4,57,4,3,F,,0,0.01,,-4.605170186,0,,
2007,10,13,4,79,6,4,F,,0,0.01,,-4.605170186,0,,
2007,11,7,4,54,4,3,F,22.8,22.8,22.81,3.126760536,3.127199036,1,,
2007,2,8,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,8,3,3,65,5,3,F,22,22,22.01,3.091042453,3.091496896,1,,
2007,1,27,1,70,5,3,D,41.5,41.5,41.51,3.725693427,3.725934362,1,,
2007,1,27,1,53,4,3,D,39.5,39.5,39.51,3.676300672,3.676553804,1,,
2007,1,27,1,65,5,3,D,38.5,38.5,38.51,3.650658241,3.650917948,1,,
2007,1,29,1,53,4,3,D,39.5,39.5,39.51,3.676300672,3.676553804,1,,
2007,1,29,1,65,5,3,D,44.1,44.1,44.11,3.786459782,3.786686514,1,,
2007,1,30,1,70,5,3,D,49.8,49.8,49.81,3.908014984,3.908215767,1,,
2007,1,30,1,65,5,3,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,1,30,1,67,5,3,D,15,15,15.01,2.708050201,2.708716646,1,,
2007,1,22,1,53,4,3,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,1,22,1,65,5,3,D,52,52,52.01,3.951243719,3.951436008,1,,
2007,1,23,1,70,5,3,D,63,63,63.01,4.143134726,4.143293444,1,,
2007,1,24,1,67,5,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,1,26,1,55,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,1,27,1,79,6,4,D,62,62,62.01,4.127134385,4.127295662,1,,
2007,1,29,1,55,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,1,29,1,79,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,1,29,1,54,4,3,D,44,44,44.01,3.784189634,3.784416881,1,,
2007,1,29,1,50.5,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,1,30,1,55,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,1,30,1,65,5,3,D,52,52,52.01,3.951243719,3.951436008,1,,
2007,1,30,1,65,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,1,30,1,79,6,4,D,62,62,62.01,4.127134385,4.127295662,1,,
2007,1,30,1,70,5,3,D,70,70,70.01,4.248495242,4.248638089,1,,
2007,1,30,1,54,4,3,D,44,44,44.01,3.784189634,3.784416881,1,,
2007,1,30,1,50.5,4,3,D,28,28,28.01,3.33220451,3.332561589,1,,
2007,1,31,1,55,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,1,31,1,65,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,1,31,1,79,6,4,D,62,62,62.01,4.127134385,4.127295662,1,,
2007,1,31,1,67,5,3,D,50,50,50.01,3.912023005,3.912222985,1,,
2007,1,31,1,70,5,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,1,31,1,54,4,3,D,44,44,44.01,3.784189634,3.784416881,1,,
2007,1,31,1,50.5,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,2,1,1,55,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,2,1,1,50.5,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,2,5,1,65,5,3,D,36,36,36.01,3.583518938,3.583796678,1,,
2007,2,5,1,67,5,3,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,2,6,1,65,5,3,D,54,54,54.01,3.988984047,3.989169215,1,,
2007,2,6,1,70,5,3,D,70,70,70.01,4.248495242,4.248638089,1,,
2007,2,7,1,65,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,2,7,1,65,5,3,D,54,54,54.01,3.988984047,3.989169215,1,,
2007,2,7,1,60,4,3,D,47,47,47.01,3.850147602,3.850360345,1,,
2007,2,9,1,80,6,4,D,22,22,22.01,3.091042453,3.091496896,1,,
2007,2,9,1,67,5,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,2,14,1,70,5,3,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,2,15,1,70,5,3,D,70,70,70.01,4.248495242,4.248638089,1,,
2007,2,16,1,70,5,3,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,2,16,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,17,1,65,5,3,D,54,54,54.01,3.988984047,3.989169215,1,,
2007,2,17,1,79,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,2,17,1,67,5,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,17,1,70,5,3,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,2,19,1,38.8,2,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,2,19,1,67,5,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,20,1,38.8,2,2,D,10,10,10.01,2.302585093,2.303584593,1,,
2007,2,20,1,70,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,2,21,1,55,4,3,D,44,44,44.01,3.784189634,3.784416881,1,,
2007,2,21,1,38.8,2,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,21,1,65,5,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,22,1,53,4,3,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,2,27,1,38.8,2,2,D,15,15,15.01,2.708050201,2.708716646,1,,
2007,2,28,1,50.5,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,3,2,1,54,4,3,D,8,8,8.01,2.079441542,2.080690761,1,,
2007,3,8,1,80,6,4,D,75,75,75.01,4.317488114,4.317621438,1,,
2007,3,9,1,53,4,3,D,50,50,50.01,3.912023005,3.912222985,1,,
2007,3,9,1,38.8,2,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,3,9,1,57,4,3,D,32,32,32.01,3.465735903,3.466048354,1,,
2007,3,9,1,80,6,4,D,6.5,6.5,6.51,1.871802177,1.873339456,1,,
2007,3,9,1,38,2,2,D,28,28,28.01,3.33220451,3.332561589,1,,
2007,3,9,1,60,4,3,D,47,47,47.01,3.850147602,3.850360345,1,,
2007,3,9,1,67,5,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,3,10,1,35,2,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,3,10,1,70,5,3,D,15,15,15.01,2.708050201,2.708716646,1,,
2007,3,10,1,38.8,2,2,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,3,10,1,54,4,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,3,12,1,55,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,3,12,1,35,2,2,D,37,37,37.01,3.610917913,3.611188146,1,,
2007,3,12,1,70,5,3,D,42,42,42.01,3.737669618,3.737907685,1,,
2007,3,12,1,38.8,2,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,3,12,1,42,3,2,D,33,33,33.01,3.496507561,3.496810546,1,,
2007,3,12,1,54,4,3,D,44,44,44.01,3.784189634,3.784416881,1,,
2007,3,12,1,50.5,4,3,D,32,32,32.01,3.465735903,3.466048354,1,,
2007,3,13,1,55,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,3,13,1,53,4,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,3,13,1,38.8,2,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,3,13,1,65,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,3,13,1,57,4,3,D,34,34,34.01,3.526360525,3.526654599,1,,
2007,3,13,1,23,1,1,D,27,27,27.01,3.295836866,3.296207168,1,,
2007,3,13,1,42,3,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,3,13,1,60,4,3,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,3,13,1,67,5,3,D,40.5,40.5,40.51,3.701301974,3.701548857,1,,
2007,3,14,1,38.8,2,2,D,33,33,33.01,3.496507561,3.496810546,1,,
2007,3,15,1,35,2,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,3,15,1,38.8,2,2,D,3,3,3.01,1.098612289,1.101940079,1,,
2007,3,15,1,57,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,3,15,1,79,6,4,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,3,15,1,38,2,2,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,3,15,1,42,3,2,D,33,33,33.01,3.496507561,3.496810546,1,,
2007,3,15,1,70,5,3,D,72,72,72.01,4.276666119,4.276804998,1,,
2007,3,15,1,54,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,3,16,1,35,2,2,D,18,18,18.01,2.890371758,2.890927159,1,,
2007,3,17,1,42,3,2,D,14,14,14.01,2.63905733,2.63977136,1,,
2007,4,17,2,70,5,3,D,31.5,31.5,31.51,3.449987546,3.450304956,1,,
2007,4,19,2,80,6,4,D,36,36,36.01,3.583518938,3.583796678,1,,
2007,4,19,2,76,6,4,D,24.4,24.4,24.41,3.194583132,3.194992884,1,,
2007,4,21,2,55,4,3,D,3.3,3.3,3.31,1.193922468,1.196948189,1,,
2007,5,4,2,80,6,4,D,2.7,2.7,2.71,0.993251773,0.996948635,1,,
2007,5,4,2,70,5,3,D,26,26,26.01,3.258096538,3.258481079,1,,
2007,5,5,2,76,6,4,D,8.4,8.4,8.41,2.128231706,2.129421474,1,,
2007,5,5,2,70,5,3,D,,0,0.01,,-4.605170186,0,,
2007,6,15,2,70,5,3,D,48.4,48.4,48.41,3.879499814,3.879706404,1,,
2007,10,17,4,53.4,4,3,D,22,22,22.01,3.091042453,3.091496896,1,,
2007,10,22,4,53.4,4,3,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,10,31,4,53.4,4,3,D,20,20,20.01,2.995732274,2.996232149,1,,
2007,11,2,4,53.4,4,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,11,3,4,79,6,4,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,11,30,4,54,4,3,D,5,5,5.01,1.609437912,1.611435915,1,,
2007,12,1,4,65,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,12,1,4,79,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,12,3,4,80,6,4,D,10,10,10.01,2.302585093,2.303584593,1,,
2007,12,3,4,53.4,4,3,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,12,4,4,46,3,2,D,32,32,32.01,3.465735903,3.466048354,1,,
2007,12,5,4,53.4,4,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,12,12,4,46,3,2,D,28,28,28.01,3.33220451,3.332561589,1,,
2007,1,20,1,65,5,3,D,50,50,50.01,3.912023005,3.912222985,1,,
2007,1,22,1,54,4,3,D,44,44,44.01,3.784189634,3.784416881,1,,
2007,1,23,1,65,5,3,D,52,52,52.01,3.951243719,3.951436008,1,,
2007,1,23,1,54,4,3,D,46,46,46.01,3.828641396,3.828858764,1,,
2007,1,25,1,65,5,3,D,54,54,54.01,3.988984047,3.989169215,1,,
2007,1,26,1,70,5,3,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,1,26,1,65,5,3,D,48,48,48.01,3.871201011,3.871409323,1,,
2007,1,26,1,65,5,3,D,50,50,50.01,3.912023005,3.912222985,1,,
2007,1,26,1,57,4,3,D,32,32,32.01,3.465735903,3.466048354,1,,
2007,1,29,1,60,4,3,D,42,42,42.01,3.737669618,3.737907685,1,,
2007,1,30,1,57,4,3,D,34,34,34.01,3.526360525,3.526654599,1,,
2007,1,30,1,60,4,3,D,47,47,47.01,3.850147602,3.850360345,1,,
2007,2,6,1,53,4,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,6,1,79,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,2,7,1,57,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,2,7,1,79,6,4,D,62,62,62.01,4.127134385,4.127295662,1,,
2007,2,12,1,57,4,3,D,20,20,20.01,2.995732274,2.996232149,1,,
2007,2,13,1,70,5,3,D,52,52,52.01,3.951243719,3.951436008,1,,
2007,2,13,1,53,4,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,2,13,1,70,5,3,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,2,14,1,57,4,3,D,28,28,28.01,3.33220451,3.332561589,1,,
2007,2,14,1,79,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,2,15,1,55,4,3,D,37,37,37.01,3.610917913,3.611188146,1,,
2007,2,16,1,80,6,4,D,74,74,74.01,4.304065093,4.304200219,1,,
2007,2,19,1,35,2,2,D,20,20,20.01,2.995732274,2.996232149,1,,
2007,2,19,1,53,4,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,2,19,1,80,6,4,D,58.5,58.5,58.51,4.069026754,4.06919768,1,,
2007,2,21,1,35,2,2,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,3,2,1,57,4,3,D,8,8,8.01,2.079441542,2.080690761,1,,
2007,3,8,1,57,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,4,18,2,38,2,2,D,10.1,10.1,10.11,2.312535424,2.313525033,1,,
2007,5,9,2,65,5,3,D,39,39,39.01,3.663561646,3.663818024,1,,
2007,5,10,2,60,4,3,D,15.8,15.8,15.81,2.76000994,2.760642651,1,,
2007,5,19,2,53,4,3,D,5,5,5.01,1.609437912,1.611435915,1,,
2007,5,19,2,65,5,3,D,54,54,54.01,3.988984047,3.989169215,1,,
2007,5,19,2,65,5,3,D,48.4,48.4,48.41,3.879499814,3.879706404,1,,
2007,5,21,2,70,5,3,D,27.7,27.7,27.71,3.321432413,3.321793359,1,,
2007,5,22,2,50.5,4,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,10,18,4,70,5,3,D,13.3,13.3,13.31,2.587764035,2.588515632,1,,
2007,10,18,4,53,4,3,D,8,8,8.01,2.079441542,2.080690761,1,,
2007,10,18,4,70,5,3,D,38,38,38.01,3.63758616,3.637849283,1,,
2007,11,5,4,65,5,3,D,50,50,50.01,3.912023005,3.912222985,1,,
2007,11,12,4,38.8,2,2,D,20,20,20.01,2.995732274,2.996232149,1,,
2007,11,12,4,79,6,4,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,1,20,1,67,5,3,D,47,47,47.01,3.850147602,3.850360345,1,,
2007,1,20,1,76,6,4,D,65.3,65.3,65.31,4.178992036,4.179145164,1,,
2007,1,22,1,67,5,3,D,47,47,47.01,3.850147602,3.850360345,1,,
2007,1,27,1,65,5,3,D,39.1,39.1,39.11,3.666122467,3.666378189,1,,
2007,1,27,1,67,5,3,D,43.2,43.2,43.21,3.765840495,3.76607195,1,,
2007,2,1,1,80,6,4,D,83,83,83.01,4.418840608,4.418961082,1,,
2007,2,2,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,2,1,50.5,4,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,2,5,1,80,6,4,D,81,81,81.01,4.394449155,4.394572604,1,,
2007,2,6,1,80,6,4,D,51,51,51.01,3.931825633,3.932021692,1,,
2007,2,6,1,46,3,2,D,42,42,42.01,3.737669618,3.737907685,1,,
2007,2,7,1,76,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,2,7,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,8,1,80,6,4,D,49,49,49.01,3.891820298,3.892024359,1,,
2007,2,8,1,76,6,4,D,37.8,37.8,37.81,3.632309103,3.632573618,1,,
2007,2,13,1,80,6,4,D,64.5,64.5,64.51,4.166665224,4.166820251,1,,
2007,2,13,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,13,1,50.5,4,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,2,14,1,80,6,4,D,81,81,81.01,4.394449155,4.394572604,1,,
2007,2,14,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,15,1,50.5,4,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,2,20,1,80,6,4,D,43,43,43.01,3.761200116,3.761432647,1,,
2007,2,20,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,21,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,22,1,80,6,4,D,70,70,70.01,4.248495242,4.248638089,1,,
2007,2,22,1,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,2,23,1,46,3,2,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,3,7,1,46,3,2,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,3,10,1,80,6,4,D,62,62,62.01,4.127134385,4.127295662,1,,
2007,3,12,1,80,6,4,D,6.3,6.3,6.31,1.840549633,1.842135677,1,,
2007,4,13,2,67,5,3,D,38.2,38.2,38.21,3.642835516,3.643097261,1,,
2007,4,23,2,46,3,2,D,11.9,11.9,11.91,2.4765384,2.477378383,1,,
2007,4,23,2,53.4,4,3,D,23.8,23.8,23.81,3.169685581,3.17010566,1,,
2007,6,6,2,67,5,3,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,10,18,4,46,3,2,D,18,18,18.01,2.890371758,2.890927159,1,,
2007,10,22,4,46,3,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,10,23,4,80,6,4,D,10,10,10.01,2.302585093,2.303584593,1,,
2007,10,31,4,50.5,4,3,D,37.2,37.2,37.21,3.616308761,3.616577542,1,,
2007,11,3,4,46,3,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,11,5,4,46,3,2,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,11,5,4,53.4,4,3,D,35.5,35.5,35.51,3.569532696,3.569814347,1,,
2007,11,7,4,53.4,4,3,D,18,18,18.01,2.890371758,2.890927159,1,,
2007,11,14,4,53.4,4,3,D,32,32,32.01,3.465735903,3.466048354,1,,
2007,12,4,4,80,6,4,D,70,70,70.01,4.248495242,4.248638089,1,,
2007,12,7,4,65,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,12,8,4,42,3,2,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,12,12,4,35,2,2,D,7,7,7.01,1.945910149,1.947337701,1,,
2007,12,12,4,42,3,2,D,36,36,36.01,3.583518938,3.583796678,1,,
2007,12,12,4,53.4,4,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,3,6,1,76,6,4,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,3,7,1,76,6,4,D,33,33,33.01,3.496507561,3.496810546,1,,
2007,4,12,2,65,5,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,4,19,2,65,5,3,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,4,19,2,60,4,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,4,20,2,65,5,3,D,26,26,26.01,3.258096538,3.258481079,1,,
2007,4,20,2,67,5,3,D,9.6,9.6,9.61,2.261763098,2.262804223,1,,
2007,5,11,2,38,2,2,D,29,29,29.01,3.36729583,3.367640598,1,,
2007,5,22,2,65,5,3,D,53,53,53.01,3.970291914,3.970480575,1,,
2007,5,30,2,38.8,2,2,D,36,36,36.01,3.583518938,3.583796678,1,,
2007,6,15,2,35,2,2,D,22,22,22.01,3.091042453,3.091496896,1,,
2007,6,15,2,65,5,3,D,27,27,27.01,3.295836866,3.296207168,1,,
2007,6,16,2,53,4,3,D,4.2,4.2,4.21,1.435084525,1.437462648,1,,
2007,6,18,2,38.8,2,2,D,26,26,26.01,3.258096538,3.258481079,1,,
2007,7,7,3,35,2,2,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,10,5,4,76,6,4,D,22,22,22.01,3.091042453,3.091496896,1,,
2007,11,29,4,57,4,3,D,15,15,15.01,2.708050201,2.708716646,1,,
2007,12,4,4,76,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,1,20,1,70,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,1,20,1,53,4,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,1,20,1,65,5,3,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,1,20,1,79,6,4,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,1,22,1,70,5,3,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,1,22,1,65,5,3,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,1,22,1,79,6,4,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,1,22,1,70,5,3,D,56,56,56.01,4.025351691,4.025530246,1,,
2007,1,24,1,65,5,3,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,1,24,1,79,6,4,D,65,65,65.01,4.17438727,4.174541104,1,,
2007,1,25,1,65,5,3,D,54,54,54.01,3.988984047,3.989169215,1,,
2007,1,27,1,65,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,1,29,1,65,5,3,D,54,54,54.01,3.988984047,3.989169215,1,,
2007,1,31,1,65,5,3,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,2,17,1,23,1,1,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,3,8,1,38.8,2,2,D,42,42,42.01,3.737669618,3.737907685,1,,
2007,5,28,2,65,5,3,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,11,14,4,38.8,2,2,D,30,30,30.01,3.401197382,3.401530659,1,,
2007,11,14,4,46,3,2,D,40,40,40.01,3.688879454,3.689129423,1,,
2007,11,28,4,65,5,3,D,25,25,25.01,3.218875825,3.219275745,1,,
2007,12,4,4,70,5,3,D,55,55,55.01,4.007333185,4.007514987,1,,
2007,12,7,4,79,6,4,D,60,60,60.01,4.094344562,4.094511215,1,,
2007,12,8,4,79,6,4,D,50,50,50.01,3.912023005,3.912222985,1,,
2007,4,24,2,65,5,3,F,6.5,6.5,6.51,1.871802177,1.873339456,1,,
2007,5,16,2,38.8,2,2,F,5.2,5.2,5.21,1.648658626,1.650579856,1,,
2007,5,17,2,65,5,3,F,,0,0.01,,-4.605170186,0,,
2007,5,19,2,50.5,4,3,F,4.7,4.7,4.71,1.547562509,1.549687908,1,,
2007,6,20,2,38.8,2,2,F,,0,0.01,,-4.605170186,0,,
2007,7,10,3,38.8,2,2,F,13.7,13.7,13.71,2.617395833,2.618125494,1,,
2007,7,10,3,38.8,2,2,F,14,14,14.01,2.63905733,2.63977136,1,,
2007,7,10,3,65,5,3,F,14,14,14.01,2.63905733,2.63977136,1,,
2007,7,11,3,53,4,3,F,4.3,4.3,4.31,1.458615023,1.460937904,1,,
2007,7,11,3,60,4,3,F,,0,0.01,,-4.605170186,0,,
2007,7,12,3,55,4,3,F,4.4,4.4,4.41,1.481604541,1.483874689,1,,
2007,7,12,3,55,4,3,F,4.4,4.4,4.41,1.481604541,1.483874689,1,,
2007,7,12,3,38,2,2,F,4.4,4.4,4.41,1.481604541,1.483874689,1,,
2007,7,12,3,38,2,2,F,4.4,4.4,4.41,1.481604541,1.483874689,1,,
2007,7,12,3,65,5,3,F,4.4,4.4,4.41,1.481604541,1.483874689,1,,
2007,7,12,3,65,5,3,F,4.4,4.4,4.41,1.481604541,1.483874689,1,,
2007,7,13,3,38.8,2,2,F,2.6,2.6,2.61,0.955511445,0.959350221,1,,
2007,7,13,3,38.8,2,2,F,2.6,2.6,2.61,0.955511445,0.959350221,1,,
2007,7,19,3,35,2,2,F,13,13,13.01,2.564949357,2.565718293,1,,
2007,7,25,3,55,4,3,F,16.8,16.8,16.81,2.821378886,2.821973947,1,,
2007,7,25,3,38.8,2,2,F,2.8,2.8,2.81,1.029619417,1.033184483,1,,
2007,7,25,3,65,5,3,F,8,8,8.01,2.079441542,2.080690761,1,,
2007,7,27,3,55,4,3,F,2.2,2.2,2.21,0.78845736,0.792992516,1,,
2007,8,3,3,67,5,3,F,6.5,6.5,6.51,1.871802177,1.873339456,1,,
2007,8,8,3,65,5,3,F,23.4,23.4,23.41,3.152736022,3.153163282,1,,
2007,8,9,3,55,4,3,F,18,18,18.01,2.890371758,2.890927159,1,,
2007,8,9,3,38.8,2,2,F,35,35,35.01,3.555348061,3.555633735,1,,
2007,8,9,3,56,4,3,F,11.1,11.1,11.11,2.406945108,2.407845604,1,,
2007,8,9,3,67,5,3,F,22.2,22.2,22.21,3.100092289,3.100542638,1,,
2007,8,9,3,54,4,3,F,22.8,22.8,22.81,3.126760536,3.127199036,1,,
2007,8,10,3,76,6,4,F,7,7,7.01,1.945910149,1.947337701,1,,
2007,8,11,3,67,5,3,F,12.9,12.9,12.91,2.557227311,2.558002205,1,,
2007,8,13,3,38,2,2,F,39.2,39.2,39.21,3.668676747,3.668931816,1,,
2007,8,13,3,38.8,2,2,F,3.7,3.7,3.71,1.30833282,1.311031877,1,,
2007,8,13,3,65,5,3,F,1,1,1.01,0,0.009950331,1,,
2007,8,15,3,80,6,4,F,22.6,22.6,22.61,3.117949906,3.118392286,1,,
2007,8,17,3,76,6,4,F,,0,0.01,,-4.605170186,0,,
2007,9,11,3,38,2,2,F,8.6,8.6,8.61,2.151762203,2.152924318,1,,
2007,2,6,1,65,5,3,D,28,28,28.01,3.33220451,3.332561589,1,,
2007,2,12,1,65,5,3,D,52,52,52.01,3.951243719,3.951436008,1,,
2007,2,22,1,38.8,2,2,D,35,35,35.01,3.555348061,3.555633735,1,,
2007,2,22,1,65,5,3,D,50,50,50.01,3.912023005,3.912222985,1,,
2007,2,22,1,65,5,3,D,45,45,45.01,3.80666249,3.806884687,1,,
2007,1,31,1,70,5,3,D,45.6,45.6,45.61,3.819907717,3.820126991,1,,
2007,1,31,1,53,4,3,D,32.9,32.9,32.91,3.493472658,3.493776563,1,,
2007,2,1,1,70,5,3,D,52.2,52.2,52.21,3.955082495,3.955274047,1,,
2007,2,1,1,53,4,3,D,52.2,52.2,52.21,3.955082495,3.955274047,1,,
2007,2,1,1,65,5,3,D,34.3,34.3,34.31,3.535145354,3.535436857,1,,
2007,2,1,1,65,5,3,D,46.4,46.4,46.41,3.837299459,3.837514953,1,,
2007,2,1,1,57,4,3,D,28.8,28.8,28.81,3.360375387,3.360722549,1,,
2007,6,25,2,53,4,3,E,46,46,46.01,3.828641396,3.828858764,1,,
2007,6,29,2,55,4,3,E,40,40,40.01,3.688879454,3.689129423,1,,
